'OBJECTID', 'OBJECTID_12_13', 'DEPCODE', 'COUNTY', 'COUNTYNAME', 'County', 'State', 'PUIsTotal*', 'PUIAge_0_4*', 'PUIAge_5_14*', 'PUIAge_15_24*', 'PUIAge_25_34*', 'PUIAge_35_44*', 'PUIAge_45_54*', 'PUIAge_55_64*', 'PUIAge_65_74*', 'PUIAge_75_84*', 'PUIAge_85plus*', 'PUIAge_Unkn*', 'PUIAgeRange*', 'PUIAgeMedian*', 'PUIFemale*', 'PUIMale*', 'PUISexUnkn*', 'PUIFLRes*', 'PUINotFLRes*', 'PUIFLResOut*', 'PUIContNo*', 'PUIContUnkn*', 'PUIAgeAvrg*', 'PUITravelNo*', 'PUITravelYes*', 'PUI_TPositive*', 'PUI_TNegative*', 'PUI_TInconc*', 'PUI_TPending*', 'T_Total_Res', 'T_LabPrivate_Res', 'T_LabDOH_Res', 'T_LabPrivate_NonRes', 'T_LabDOH_NonRes', 'C_Female', 'C_Male', 'C_SexUnkn', 'C_AllResTypes', 'C_Age_0_4', 'C_Age_5_14', 'C_Age_15_24', 'C_Age_25_34', 'C_Age_35_44', 'C_Age_45_54', 'C_Age_55_64', 'C_Age_65_74', 'C_Age_75_84', 'C_Age_85plus', 'C_Age_Unkn', 'C_AgeRange', 'C_AgeMedian', 'C_RaceWhite', 'C_RaceBlack', 'C_RaceOther', 'C_RaceUnknown', 'C_HispanicYES', 'C_HispanicNO', 'C_HispanicUnk', 'C_EDYes_Res', 'C_EDYes_NonRes', 'C_HospYes_Res', 'C_HospYes_NonRes', 'C_NonResDeaths', 'C_FLResDeaths', 'CasesAll', 'C_Men', 'C_Women', 'C_FLRes', 'C_NotFLRes', 'C_FLResOut', 'T_NegRes', 'T_NegNotFLRes', 'T_total', 'T_negative', 'T_positive', 'Deaths', 'PUI_EverMon*', 'PUI_MonNow*', 'Shape__Area', 'Shape__Length', 'MedianAge', 'Date'
"2","2","54","107","PUTNAM","Putnam","FL","3411","69","110","313","488","421","540","578","424","297","160","11","0 to 118","50","2156","1213","42","3403","8","0","77","3118","133","259","21","183","3224","2","2","3399","114","69","0","0","114","69","0","183","1","18","20","25","28","29","19","20","16","7","0","3 to 98","43","100","75","8","0","7","174","2","39","0","22","0","0","6","183","69","114","183","0","0","4330","8","4523","4338","183","6","162","93","2142439482.67719","232574.925675008","42","06/12/2020"
"3","3","62","123","TAYLOR","Taylor","FL","870","33","19","77","128","110","111","156","138","71","23","4","0 to 118","50","483","356","31","862","8","0","16","759","3","128","19","52","813","1","4","857","41","10","1","0","18","33","0","51","0","1","12","16","9","2","6","2","4","0","0","6 to 84","32","33","2","14","2","17","32","2","9","0","5","0","0","0","52","33","19","51","1","0","1108","7","1169","1115","52","0","141","40","2685252568.13834","267348.178950349","47","06/12/2020"
"4","4","46","091","OKALOOSA","Okaloosa","FL","6897","162","140","516","992","979","906","1059","807","728","569","39","0 to 119","52","4210","2645","42","6756","140","1","127","6403","137","297","67","312","6585","0","0","6757","210","94","4","4","167","137","0","304","6","15","22","52","49","44","51","34","25","14","0","0 to 96","46","237","37","19","11","83","210","11","75","2","44","1","0","6","312","142","170","303","8","1","9270","132","9721","9402","312","6","676","273","2369222670.29688","330553.160278386","58","06/12/2020"
"5","5","7","013","CALHOUN","Calhoun","FL","530","5","4","40","47","78","74","90","83","72","36","1","0 to 99","56","317","195","18","530","0","0","4","440","4","54","3","65","465","0","0","530","48","17","0","0","50","15","0","65","0","0","5","4","4","2","2","7","21","20","0","20 to 99","79","46","11","0","8","0","52","13","12","0","6","0","0","5","65","15","50","65","0","0","617","0","684","617","65","5","94","33","1487626835.10838","192207.890331272","52","06/12/2020"
"6","6","50","099","PALM BEACH","Palm Beach","FL","67233","985","1434","4619","7924","7926","9471","11600","10471","7361","3846","1596","0 to 119","55","37020","29935","278","66475","756","2","2008","61513","465","6324","335","8209","58686","198","140","66142","7955","139","109","6","4035","4052","7","8094","111","260","912","1344","1266","1276","1131","779","653","473","4","0 to 104","46","3643","1556","1329","1566","2788","3635","1671","1870","31","1380","22","13","416","8209","4118","4084","8092","115","2","91841","638","100927","92479","8209","416","1791","1526","5710098601.29486","464192.459734082","55","06/12/2020"
"7","7","56","111","ST. LUCIE","St. Lucie","FL","9858","163","191","635","1161","1212","1508","1761","1633","1059","505","30","0 to 119","55","5670","3977","211","9711","147","0","395","8706","188","1067","73","793","8964","5","96","9610","711","71","11","0","419","361","2","782","12","22","71","125","115","134","118","86","62","48","0","0 to 97","49","315","172","73","222","120","396","266","183","1","127","2","0","33","793","366","425","782","11","0","15109","136","16044","15245","793","33","171","156","1499679486.67142","252832.323289834","58","06/12/2020"
"8","8","51","101","PASCO","Pasco","FL","13403","260","316","929","1565","1803","2122","2394","2132","1296","558","28","0 to 119","53","7855","5506","42","13328","75","0","183","12731","223","575","104","484","12898","2","19","13307","426","47","10","1","258","215","0","473","9","15","51","62","92","88","63","67","20","17","0","0 to 94","47","303","64","63","43","103","313","57","115","4","89","3","1","15","484","221","263","473","11","0","21669","64","22227","21733","484","15","852","301","1975344274.45807","225211.500752162","48","06/12/2020"
"9","9","20","039","GADSDEN","Gadsden","FL","2893","49","91","207","484","495","506","457","383","139","80","2","0 to 119","47","2015","865","13","2875","17","1","31","2656","46","299","15","302","2590","1","0","2875","289","9","4","0","220","78","0","298","3","6","18","65","69","60","31","27","13","10","0","0 to 98","43","117","129","15","37","30","218","50","55","0","51","0","0","4","302","78","224","297","4","1","4528","13","4850","4541","302","4","361","167","1367889846.39806","205127.330650714","45","06/12/2020"
"10","10","37","073","LEON","Leon","FL","12793","187","295","1471","2099","1893","1972","2107","1723","674","341","31","0 to 119","47","6634","6026","133","12561","231","1","158","12080","201","502","87","464","12313","3","13","12546","424","10","29","1","235","199","0","434","2","13","127","89","62","59","68","31","10","3","0","0 to 87","35","151","247","11","25","22","379","33","83","11","44","9","6","8","464","215","249","433","30","1","19282","201","19952","19483","464","8","666","250","1817477697.41779","246081.909627491","43","06/12/2020"
"11","11","33","065","JEFFERSON","Jefferson","FL","561","11","12","20","43","75","79","117","121","65","17","1","0 to 101","58","334","222","5","556","5","0","7","489","41","70","7","31","530","0","0","556","8","21","2","0","17","12","0","29","0","0","1","2","2","4","7","7","4","4","0","22 to 95","58","9","14","6","0","3","25","1","4","2","7","0","0","4","31","14","17","29","2","0","861","3","896","864","31","4","54","16","1581350101.5302","228391.565390175","66","06/12/2020"
"12","12","40","079","MADISON","Madison","FL","1020","42","33","85","112","122","139","149","176","106","49","7","0 to 99","53","649","364","7","997","23","0","25","888","53","221","12","75","944","1","0","996","28","43","4","0","42","29","0","71","2","0","8","4","10","8","18","10","4","11","0","0 to 98","57","21","42","5","3","2","56","13","12","0","4","0","1","3","75","30","45","71","4","0","1335","19","1431","1354","75","3","128","25","1853116752.08771","219176.19751538","56","06/12/2020"
"13","13","39","077","LIBERTY","Liberty","FL","2215","3","4","157","690","561","398","268","93","28","5","8","0 to 92","38","168","2038","9","2215","0","0","1","2000","1","82","0","218","1997","0","0","2215","215","3","0","0","5","213","0","218","0","0","13","57","53","54","36","5","0","0","0","20 to 73","41","115","96","5","2","7","132","79","5","0","1","0","0","1","218","213","5","218","0","0","2073","0","2293","2073","218","1","37","13","2183538740.41838","308797.501184753","49","06/12/2020"
"14","14","24","047","HAMILTON","Hamilton","FL","1956","13","21","155","529","405","314","238","166","69","42","4","0 to 118","41","421","1505","30","1950","6","0","32","1857","9","268","5","268","1688","0","0","1950","257","8","2","1","29","236","0","265","2","4","26","80","54","50","40","9","3","0","0","0 to 84","38","118","115","26","6","37","84","144","18","1","6","0","0","2","268","238","30","265","3","0","2085","3","2357","2088","268","2","11","9","1344926537.82205","232510.619937192","50","06/12/2020"
"15","15","3","005","BAY","Bay","FL","3203","37","31","207","390","419","531","618","441","287","187","55","0 to 119","54","1794","1355","54","3174","29","0","61","3053","28","158","43","139","3040","0","24","3154","104","29","6","0","57","76","0","133","3","1","15","27","19","32","19","11","10","2","0","2 to 93","47","108","12","6","7","37","86","10","32","2","15","1","1","4","139","79","60","133","6","0","5065","19","5226","5084","139","4","48","40","1930770661.49939","558412.990825665","50","06/12/2020"
"16","16","12","023","COLUMBIA","Columbia","FL","3391","86","99","234","403","422","442","664","546","286","199","10","0 to 119","55","1916","1374","101","3376","15","0","184","3063","63","274","16","177","3210","0","4","3372","145","30","2","0","87","88","0","175","5","9","19","39","27","30","28","12","5","3","0","0 to 97","41","82","78","13","2","16","153","6","7","0","15","0","0","2","177","90","87","175","2","0","4618","13","4814","4631","177","2","10","8","2068684690.43686","276060.430857214","46","06/12/2020"
"17","17","2","003","BAKER","Baker","FL","884","30","14","95","131","120","143","148","103","66","32","2","0 to 99","48","490","341","53","824","60","0","22","840","16","62","3","30","854","0","0","824","10","20","0","0","18","12","0","30","0","0","3","3","4","1","5","6","5","3","0","20 to 97","63","21","7","2","0","0","29","1","8","0","11","0","0","4","30","12","18","30","0","0","1228","60","1318","1288","30","4","4","3","1520245937.66486","183737.354704368","70","06/12/2020"
"18","18","30","059","HOLMES","Holmes","FL","774","12","13","58","89","93","128","148","148","63","21","1","0 to 119","54","437","322","15","764","10","0","3","738","5","38","4","31","743","0","0","764","16","14","0","1","15","15","0","30","1","0","2","5","10","7","2","3","1","0","0","1 to 79","42","23","3","1","3","0","26","4","4","0","1","0","0","0","31","15","16","30","1","0","993","9","1034","1002","31","0","53","48","1251550190.83949","175658.620344926","44","06/12/2020"
"19","19","43","085","MARTIN","Martin","FL","7083","132","153","479","680","791","893","1319","1329","929","356","22","0 to 100","58","3488","3115","480","6990","93","0","237","6269","82","821","70","1056","6019","1","7","6983","1031","12","13","0","486","552","5","1043","41","58","153","178","197","169","130","57","47","24","2","0 to 98","39","383","42","369","249","566","250","227","180","2","112","1","1","17","1056","561","490","1043","13","0","10770","79","11913","10849","1056","17","77","66","1686613017.08661","308980.48751506","55","06/12/2020"
"20","20","29","057","HILLSBOROUGH","Hillsborough","FL","52574","1216","1427","4262","7764","7585","8184","9088","7288","3913","1741","106","0 to 119","50","30167","22171","236","52167","407","0","679","50315","458","2125","308","3295","49200","24","55","52089","3108","125","59","3","1732","1500","1","3233","59","110","407","637","507","482","437","304","205","143","4","0 to 104","43","1314","740","625","554","898","1598","737","722","11","519","8","3","99","3295","1528","1766","3233","62","0","75266","344","78985","75610","3295","99","1259","911","2746844886.16013","358788.307034344","45","06/12/2020"
"21","21","41","081","MANATEE","Manatee","FL","15358","254","311","834","1400","1563","2004","2928","3253","2012","696","103","0 to 119","59","8747","6297","314","15113","245","0","612","14136","177","1200","45","1309","14045","4","0","15109","1240","59","10","0","706","591","2","1299","18","46","104","175","189","192","191","164","143","87","0","0 to 101","51","859","209","108","123","405","727","167","169","2","235","2","2","114","1309","596","711","1299","10","0","23668","235","25222","23903","1309","114","255","157","1945653927.12581","371198.171414394","57","06/12/2020"
"22","22","10","019","CLAY","Clay","FL","8206","119","200","610","944","1137","1340","1473","1300","758","304","21","0 to 101","53","4741","3354","111","8186","20","0","108","7744","130","478","46","429","7776","1","0","8185","366","60","3","0","250","176","0","426","0","5","25","44","55","63","77","76","53","31","0","6 to 95","58","242","87","43","54","37","318","71","126","0","95","0","0","32","429","177","252","426","3","0","11854","17","12305","11871","429","32","251","218","1667659896.51059","183856.484298748","59","06/12/2020"
"23","23","25","049","HARDEE","Hardee","FL","914","21","45","114","166","113","118","132","118","61","26","0","0 to 94","44","513","384","17","908","6","0","40","615","2","211","4","177","736","1","0","907","158","15","4","0","82","91","0","173","3","10","26","43","24","22","17","19","8","5","0","0 to 88","37","109","47","15","2","102","69","2","34","3","21","3","1","0","177","94","83","173","4","0","1230","2","1410","1232","177","0","309","223","1653184151.65315","165534.73009074","50","06/12/2020"
"24","24","42","083","MARION","Marion","FL","13645","152","184","840","1519","1593","2011","2407","2572","1677","665","25","0 to 168","57","8342","5251","52","13619","26","0","4054","9170","177","2680","137","299","13065","0","281","13338","273","21","4","1","167","127","0","294","5","6","19","42","55","52","57","36","20","7","0","0 to 97","49","208","58","19","9","58","227","9","57","3","43","0","0","8","299","128","171","294","5","0","17841","21","18167","17862","299","8","366","204","4305055841.62241","350920.190673371","51","06/12/2020"
"25","25","64","127","VOLUSIA","Volusia","FL","20132","169","293","1028","2012","2162","2895","4193","3928","2142","1025","285","0 to 119","58","11259","8151","722","20037","95","0","262","19206","230","849","138","884","19248","0","0","20037","734","136","13","1","433","437","0","870","4","20","78","118","103","138","160","142","64","57","0","0 to 102","53","492","211","135","32","119","689","62","235","5","170","4","0","46","884","443","441","870","14","0","27044","81","28029","27125","884","46","920","309","3125661534.15881","560414.737839251","53","06/12/2020"
"26","26","15","029","DIXIE","Dixie","FL","805","21","27","65","88","133","106","136","120","68","40","1","0 to 118","52","476","311","18","805","0","0","11","695","6","73","1","60","745","0","0","805","44","16","0","0","29","31","0","60","0","3","12","2","11","11","10","3","5","3","0","6 to 91","48","44","14","1","1","1","57","2","13","0","10","0","0","3","60","31","29","60","0","0","1110","0","1170","1110","60","3","109","54","1823798262.39212","235232.973119088","46","06/12/2020"
"27","27","35","069","LAKE","Lake","FL","15027","207","235","758","1345","1450","1859","2452","2813","1993","657","1258","0 to 103","59","7895","6048","1084","14892","135","0","149","14461","222","408","93","383","14634","0","10","14883","352","16","15","0","188","180","0","368","2","11","31","54","51","66","57","56","46","9","0","1 to 103","51","204","44","95","25","97","240","31","128","12","79","5","1","15","383","189","194","368","15","0","21914","119","22428","22033","383","15","486","200","2995995460.71371","331014.242454318","52","06/12/2020"
"28","28","38","075","LEVY","Levy","FL","1674","26","27","156","212","181","218","326","262","186","79","1","0 to 118","55","982","675","17","1673","1","0","19","1463","16","261","2","98","1576","0","0","1673","95","3","0","0","30","68","0","98","1","1","21","26","19","5","12","7","3","3","0","3 to 99","34","28","8","56","6","57","35","6","12","0","5","0","0","1","98","68","30","98","0","0","2396","1","2496","2397","98","1","166","116","2900663690.96646","339394.964008615","53","06/12/2020"
"29","29","60","119","SUMTER","Sumter","FL","3830","27","27","90","171","181","296","511","1418","890","133","86","0 to 119","69","1869","1750","211","3755","75","0","112","3470","164","272","55","266","3541","0","23","3732","216","48","1","1","76","188","0","264","0","2","7","6","33","40","40","89","40","9","0","10 to 92","65","221","34","5","4","17","240","7","58","0","45","0","0","17","266","190","76","264","2","0","5223","73","5567","5296","266","17","61","49","1502516062.89801","229328.389599522","66","06/12/2020"
"30","30","59","117","SEMINOLE","Seminole","FL","16557","210","379","1299","2044","2216","2571","2819","2474","1171","503","871","0 to 119","51","9425","7003","129","16521","36","0","276","15830","246","564","98","663","15889","1","4","16516","606","49","8","0","350","305","0","655","9","14","129","114","97","104","69","68","35","24","0","0 to 100","41","437","87","78","53","207","368","80","214","5","121","1","0","12","663","308","355","655","8","0","25092","28","25796","25120","663","12","547","304","893350621.597626","158549.770327082","47","06/12/2020"
"31","31","48","095","ORANGE","Orange","FL","62100","1092","1414","4687","8721","9179","9942","10198","7356","3483","1330","4698","0 to 120","48","34353","27426","321","61044","1055","1","685","59963","585","1809","402","2773","59304","0","23","61022","2574","102","93","4","1279","1390","7","2676","46","82","394","561","510","512","378","173","81","35","1","0 to 101","40","993","516","783","384","1004","1134","538","708","44","368","36","5","46","2773","1445","1321","2675","97","1","85815","958","89601","86773","2773","46","912","688","2601855780.29929","275135.911496092","45","06/12/2020"
"32","32","9","017","CITRUS","Citrus","FL","3842","38","65","173","353","341","447","709","901","615","191","9","0 to 222","62","2127","1509","206","3835","7","0","55","3559","119","225","25","135","3704","1","2","3833","74","61","0","0","64","71","0","135","2","4","10","12","9","17","33","22","16","10","0","0 to 97","60","94","6","9","26","14","96","25","31","0","33","0","0","12","135","71","64","135","0","0","6964","6","7108","6970","135","12","535","81","1565249379.23035","242867.273750112","58","06/12/2020"
"33","33","27","053","HERNANDO","Hernando","FL","3499","65","59","242","467","434","530","661","538","369","130","4","0 to 100","54","2098","1387","14","3481","18","0","67","3283","66","172","41","132","3367","0","0","3481","76","51","4","1","61","66","0","127","1","6","8","29","17","19","25","16","9","2","0","1 to 88","47","104","17","6","0","27","98","2","42","2","27","2","1","5","132","67","65","127","5","0","6202","13","6348","6215","132","5","210","159","1259956856.20596","200494.167365377","49","06/12/2020"
"34","34","52","103","PINELLAS","Pinellas","FL","36702","346","445","2103","4220","4166","5293","7159","6644","4056","2190","80","0 to 120","57","21345","15267","90","36379","323","0","1864","33448","411","3527","378","1941","34647","1","113","36265","1754","135","46","6","1102","787","0","1889","16","63","182","362","245","266","276","213","171","147","0","0 to 101","48","1127","464","123","175","200","1444","245","476","19","440","17","1","102","1941","818","1123","1889","52","0","59875","271","62104","60146","1941","102","413","321","758940582.722305","356104.408630079","56","06/12/2020"
"35","35","61","121","SUWANNEE","Suwannee","FL","2117","55","47","158","270","240","247","343","299","236","212","10","0 to 118","56","1359","676","82","2112","5","0","59","1863","110","511","14","185","1932","0","0","2112","77","103","2","3","124","56","0","180","2","7","16","20","24","23","22","21","30","20","0","1 to 102","55","118","45","9","8","24","146","10","34","1","40","0","0","18","185","58","127","180","5","0","2620","0","2807","2620","185","18","23","19","1792465815.52835","223150.095858967","63","06/12/2020"
"36","36","16","031","DUVAL","Duval","FL","47960","771","996","4177","7523","6970","7414","8683","6399","3278","1638","110","-6 to 119","49","26539","20667","754","47360","600","0","600","45849","454","1810","204","1923","45999","11","27","47322","1649","200","64","10","997","852","0","1849","31","52","200","337","319","289","313","208","110","63","1","0 to 101","45","803","633","285","128","342","1332","175","403","21","300","11","3","57","1923","890","1031","1849","74","0","66998","526","69493","67524","1923","57","1263","1147","2136692125.83844","339628.979868484","50","06/12/2020"
"37","37","34","067","LAFAYETTE","Lafayette","FL","343","5","0","42","41","38","34","36","47","55","44","1","0 to 119","59","221","115","7","343","0","0","12","326","0","16","1","12","331","0","0","343","10","2","0","0","5","7","0","12","0","0","2","3","0","2","1","2","0","2","0","19 to 98","46","11","0","0","1","3","8","1","3","0","1","0","0","0","12","7","5","12","0","0","403","0","415","403","12","0","6","6","1417838543.00769","193229.836834708","47","06/12/2020"
"38","38","23","045","GULF","Gulf","FL","603","10","10","36","57","63","100","123","120","65","19","0","0 to 94","56","357","243","3","548","55","0","16","579","1","52","9","8","594","0","1","547","7","0","1","0","3","4","0","7","0","1","0","1","2","3","0","1","0","0","0","9 to 67","44","5","0","2","0","2","5","0","1","1","0","1","0","0","8","5","3","7","1","0","962","54","1024","1016","8","0","23","20","1469866107.27026","258929.917930346","42","06/12/2020"
"39","39","63","125","UNION","Union","FL","1164","11","17","54","75","108","138","399","277","71","14","0","0 to 118","59","316","841","7","1164","0","0","14","1125","4","73","4","38","1126","0","0","1164","35","3","0","0","6","32","0","38","0","0","0","5","1","2","17","11","2","0","0","25 to 80","62","24","11","2","1","1","36","1","7","0","7","0","0","1","38","32","6","38","0","0","1967","0","2005","1967","38","1","28","26","646977045.561768","128178.538552252","55","06/12/2020"
"40","40","4","007","BRADFORD","Bradford","FL","1465","18","25","116","185","168","221","288","189","146","103","6","0 to 118","54","919","521","25","1463","2","0","28","1395","34","144","1","52","1412","0","1","1462","13","39","0","0","41","11","0","52","0","2","3","3","7","5","3","6","12","11","0","8 to 107","70","46","5","1","0","0","52","0","4","0","11","0","0","2","52","11","41","52","0","0","1911","2","1966","1913","52","2","112","80","776744615.959412","167178.838252791","74","06/12/2020"
"41","41","65","129","WAKULLA","Wakulla","FL","1251","13","29","86","137","168","213","246","212","107","39","1","0 to 102","53","706","534","11","1247","4","0","12","1192","13","188","4","35","1215","0","1","1246","17","16","2","0","23","10","0","33","0","0","5","5","5","10","5","3","1","1","0","18 to 86","46","17","13","3","0","0","33","0","6","0","5","0","0","1","35","10","25","33","2","0","1718","2","1755","1720","35","1","94","22","1579533632.64177","279225.038340218","43","06/12/2020"
